Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
745,172.16.0.5-192.168.50.1-634-25051-17,172.16.0.5,634,192.168.50.1,25051,17,2018-12-01 10:51:40.046017,48900,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,1799591.0020449895,4089.9795501022495,245.7286432160804,568.2358636171033,4985.0,0.0,48900.0,245.7286432160804,568.2358636171033,4985.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,4089.97955010225,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
1381,172.16.0.5-192.168.50.1-634-12606-17,172.16.0.5,634,192.168.50.1,12606,17,2018-12-01 10:51:40.067060,32323,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2722519.568109396,6187.5444729759,162.42713567839203,197.64270759630028,1451.0,0.0,32323.0,162.42713567839203,197.64270759630028,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,6187.544472975898,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
2185,172.16.0.5-192.168.50.1-809-47588-17,172.16.0.5,809,192.168.50.1,47588,17,2018-12-01 10:51:40.086605,81626,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,1078087.864160929,2450.199691274838,410.1809045226128,1724.7928575489009,21228.0,1.0,81626.0,410.1809045226128,1724.7928575489009,21228.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,2450.199691274838,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
1189,172.16.0.5-192.168.50.1-634-11191-17,172.16.0.5,634,192.168.50.1,11191,17,2018-12-01 10:51:40.151799,28950,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,3039723.6614853195,6908.46286701209,145.47738693467332,162.3864894651466,815.0,0.0,28950.0,145.47738693467332,162.3864894651466,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,6908.46286701209,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
2111,172.16.0.5-192.168.50.1-634-9330-17,172.16.0.5,634,192.168.50.1,9330,17,2018-12-01 10:51:40.169437,39033,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2254502.6003637947,5123.869546281352,196.1457286432161,358.7952398101893,4252.0,0.0,39033.0,196.1457286432161,358.7952398101893,4252.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,5123.869546281352,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
733,172.16.0.5-192.168.50.1-634-60508-17,172.16.0.5,634,192.168.50.1,60508,17,2018-12-01 10:51:40.181161,28486,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,3089236.818086077,7020.992768377449,143.14572864321613,154.48266180164015,785.0,0.0,28486.0,143.14572864321613,154.48266180164015,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,7020.992768377449,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
741,172.16.0.5-192.168.50.1-634-63045-17,172.16.0.5,634,192.168.50.1,63045,17,2018-12-01 10:51:40.200131,30589,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2876851.155644186,6538.298081009513,153.7135678391959,179.33883445103768,966.0,0.0,30589.0,153.7135678391959,179.33883445103768,966.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,6538.298081009513,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
122,172.16.0.5-192.168.50.1-0-0-0,172.16.0.5,0,192.168.50.1,0,0,2018-12-01 10:51:40.212271,119819608,1014,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.098514092952133,99106.37551695608,518739.438384019,5975581.0,0.0,119819608.0,118281.94274432377,564765.1872621119,5975678.0,0.0,119300851.0,611799.2358974356,1370228.5301583805,5975760.0,0.0,0,0,0,0,0,0,8.462721727482199,1.635792365469932,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1014,0,196,0,-1,-1,0,0,3649857.5,1059666.3850832623,4024592.0,1027317.0,5914329.25,172958.8407303474,5975581.0,5486278.0,0,1,DrDoS_DNS
520,172.16.0.5-192.168.50.1-634-44802-17,172.16.0.5,634,192.168.50.1,44802,17,2018-12-01 10:51:40.218232,35172,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2501990.219492778,5686.341407938132,176.74371859296497,206.92469143994484,1273.0,0.0,35172.0,176.74371859296497,206.92469143994484,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,5686.341407938134,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
1858,172.16.0.5-192.168.50.1-634-3192-17,172.16.0.5,634,192.168.50.1,3192,17,2018-12-01 10:51:40.231291,32880,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2676399.0267639905,6082.725060827251,165.22613065326627,192.3271469006717,895.0,0.0,32880.0,165.22613065326627,192.3271469006717,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,6082.725060827251,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
2113,172.16.0.5-192.168.50.1-634-11970-17,172.16.0.5,634,192.168.50.1,11970,17,2018-12-01 10:51:40.251838,36052,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2440918.673027849,5547.542438699656,181.16582914572868,213.6731376087,1208.0,1.0,36052.0,181.16582914572868,213.6731376087,1208.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-200,0,5547.542438699656,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
873,172.16.0.5-192.168.50.1-634-15612-17,172.16.0.5,634,192.168.50.1,15612,17,2018-12-01 10:51:40.280789,40926,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2150222.3525387286,4886.868983042565,205.65829145728645,353.0788303245166,3523.0,1.0,40926.0,205.65829145728645,353.0788303245166,3523.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3364,0,4886.868983042565,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,3364,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
0,172.16.0.5-192.168.50.1-48621-22-6,192.168.50.1,22,172.16.0.5,48621,6,2018-12-01 10:51:40.297483,5197051,10,7,408.0,440.0,68.0,0.0,40.8,35.11504900561391,84.0,0.0,62.85714285714285,31.55644979730014,163.1694589874142,3.27108585234203,324815.6875000001,685737.4237935605,2316018.0,0.0,4808335.0,534259.4444444445,867597.9989705934,2316018.0,1.0,4799952.0,799992.0,1254251.52886907,2704857.0,0.0,1,0,0,0,320,224,1.9241681484364883,1.3469177039055418,0.0,84.0,50.88888888888889,33.768918686879005,1140.3398692810456,0,0,1,0,0,1,0,0,0.0,53.88235294117647,40.8,62.85714285714285,320,0,0,0,0,0,0,10,408,7,440,247,259,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DrDoS_DNS
2738,172.16.0.5-192.168.50.1-634-46719-17,172.16.0.5,634,192.168.50.1,46719,17,2018-12-01 10:51:40.322507,37616,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2339430.0297745643,5316.886431305828,189.02512562814067,234.92335817027487,1315.0,0.0,37616.0,189.02512562814067,234.92335817027487,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5104,0,5316.886431305828,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,5104,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
2844,172.16.0.5-192.168.50.1-634-7674-17,172.16.0.5,634,192.168.50.1,7674,17,2018-12-01 10:51:40.334931,31111,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2828581.530648324,6428.594387837099,156.3366834170854,169.64005926707478,805.0,0.0,31111.0,156.3366834170854,169.64005926707478,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4048,0,6428.5943878371,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,4048,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
1925,172.16.0.5-192.168.50.1-634-39071-17,172.16.0.5,634,192.168.50.1,39071,17,2018-12-01 10:51:40.366488,31529,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2791081.2268070662,6343.366424561515,158.43718592964825,190.9424124516319,1320.0,0.0,31529.0,158.43718592964825,190.9424124516319,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2920,0,6343.366424561515,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,2920,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
2911,172.16.0.5-192.168.50.1-634-37616-17,172.16.0.5,634,192.168.50.1,37616,17,2018-12-01 10:51:40.367822,36694,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2398212.241783398,5450.482367689541,184.39195979899503,239.5664795351112,1395.0,1.0,36694.0,184.39195979899503,239.5664795351112,1395.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3160,0,5450.482367689541,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,3160,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
123,192.168.50.8-125.56.201.115-59099-80-6,192.168.50.8,59099,125.56.201.115,80,6,2018-12-01 10:51:40.379825,110861755,26,26,616.0,768.0,297.0,0.0,23.692307692307683,80.46006176023937,384.0,0.0,29.53846153846155,104.35065146676594,12.4840166926818,0.4690526503030734,2173759.9019607846,4077410.197043998,10007500.0,1.0,110682172.0,4427286.88,5073189.97318001,10186860.0,1.0,110682226.0,4427289.04,5104590.623348943,10188237.0,1.0,0,0,0,0,520,784,0.2345263251515367,0.2345263251515367,0.0,384.0,26.13207547169811,91.47930361475404,8368.462989840351,0,0,0,0,0,1,0,0,1.0,26.634615384615397,23.69230769230769,29.538461538461537,520,0,0,0,0,0,0,26,616,26,768,16329,245,23,20,198805.45454545453,64223.33898570463,392446.0,179351.0,9863210.09090909,413171.813769152,10007500.0,8632089.0,detectportal.firefox.com/success.txt,0,BENIGN
2371,172.16.0.5-192.168.50.1-634-64682-17,172.16.0.5,634,192.168.50.1,64682,17,2018-12-01 10:51:40.396632,39164,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2246961.495250741,5106.73067102441,196.80402010050275,326.90851712614614,3551.0,0.0,39164.0,196.80402010050275,326.90851712614614,3551.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2992,0,5106.73067102441,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,2992,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
1417,172.16.0.5-192.168.50.1-634-587-17,172.16.0.5,634,192.168.50.1,587,17,2018-12-01 10:51:40.438699,38512,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,2285002.077274616,5193.1865392604905,193.52763819095472,256.681892484145,1693.0,1.0,38512.0,193.52763819095472,256.681892484145,1693.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1600,0,5193.1865392604905,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,1600,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
2742,172.16.0.5-192.168.50.1-634-31123-17,172.16.0.5,634,192.168.50.1,31123,17,2018-12-01 10:51:40.479818,67199,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,1309543.2967752498,2976.2347653982947,337.68341708542715,549.3202919130665,4860.0,1.0,67199.0,337.68341708542715,549.3202919130665,4860.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2896,0,2976.234765398295,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,2896,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
23,192.168.50.8-54.218.239.186-59102-443-6,192.168.50.8,59102,54.218.239.186,443,6,2018-12-01 10:51:40.504696,40335006,9,10,8.0,62.0,1.0,0.0,0.8888888888888888,0.3333333333333333,31.0,0.0,6.2,13.0707476620293,1.735465218475485,0.4710548450147745,2240833.666666666,4264279.765276512,10018634.0,1.0,40335006.0,5041875.75,5390054.209364338,10108818.0,1.0,40244490.0,4471610.0,5302932.050076258,10108919.0,1.0,0,0,0,0,180,200,0.2231312423754195,0.247923602639355,0.0,31.0,3.5500000000000003,9.400307945683704,88.36578947368422,0,0,0,0,0,1,0,0,1.0,3.736842105263158,0.8888888888888888,6.2,180,0,0,0,0,0,0,9,8,10,62,63979,31320,7,20,90226.5,43.55456348076513,90287.0,90185.0,9993447.25,40495.75371463862,10018634.0,9933709.0,0,0,BENIGN
3319,172.16.0.5-192.168.50.1-634-13463-17,172.16.0.5,634,192.168.50.1,13463,17,2018-12-01 10:51:40.544814,79523,200,0,88000.0,0.0,440.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,1106598.0911182929,2514.995661632484,399.6130653266333,712.2376646454093,7287.0,1.0,79523.0,399.6130653266333,712.2376646454093,7287.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4972,0,2514.995661632484,0.0,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,0.0,4972,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,DrDoS_DNS
